,MAIN DX HEATING COIL_UNIT3_FRONTROW_TOPFLOOR,Coil:Heating:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,LIVING_UNIT3_FRONTROW_TOPFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,Yes,unknown,No,10082.156,10082.156,378.190968,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT3_FRONTROW_TOPFLOOR,Fan:OnOff,378.190968,0.46882392,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,Sensible,10082.16,10082.16,1.0000,0.46882392,378.190968,59.87,51.53,0.00626693,7.5,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,10082.16,-26.9,0.00018338,-26.9,44.99498340,11.8974,71.59,0.00708846,71.59,0.00708846,42.7234,11849.75,0.00,10095.40,10095.40,0.46053966,70.00,60.00,0.00875166,10.4,94.97,68.39,0.00875166,13.8
,SUPP HEATING COIL_UNIT3_FRONTROW_TOPFLOOR,Coil:Heating:Electric,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,LIVING_UNIT3_FRONTROW_TOPFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,16421.496,16421.496,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT3_FRONTROW_TOPFLOOR,Fan:OnOff,378.190968,0.46882392,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,Sensible,16421.50,16421.50,1.0000,0.46882392,378.190968,59.87,51.53,0.00626693,7.5,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,16421.50,-26.9,0.00018338,-26.9,44.99498340,11.8974,71.59,0.00708846,71.59,0.00708846,42.7234,11849.75,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,DX COOLING COIL_UNIT1_BACKROW_TOPFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,LIVING_UNIT1_BACKROW_TOPFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,12094.541,9683.558,453.677402,-999.,-999.00,-999.0000,1.01074,1.00000,0.2439,0.2400,0.0744,SUPPLY FAN_UNIT1_BACKROW_TOPFLOOR,Fan:OnOff,453.677402,0.56240058,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,Sensible,11752.81,10088.55,0.9717,0.56240058,453.677402,73.92,61.38,0.00884305,11.0,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,583.874,11168.93,83.06,0.01272282,69.78,44.99498340,9.9178,71.60,0.00841590,71.60,0.00841590,50.5974,8876.61,0.00,12092.47,9619.01,0.54019001,80.00,67.00,0.01118466,13.2,59.77,58.27,0.01002468,9.8
,MAIN DX HEATING COIL_UNIT1_BACKROW_TOPFLOOR,Coil:Heating:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,LIVING_UNIT1_BACKROW_TOPFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,Yes,unknown,No,12094.541,12094.541,453.677402,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT1_BACKROW_TOPFLOOR,Fan:OnOff,453.677402,0.56240058,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,Sensible,12094.54,12094.54,1.0000,0.56240058,453.677402,61.82,52.61,0.00640382,7.8,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,12094.54,-26.9,0.00018338,-26.9,44.99498340,9.9178,71.59,0.00708867,71.59,0.00708867,42.7247,11852.95,0.00,12110.43,12110.43,0.55246279,70.00,60.00,0.00875166,10.4,94.97,68.39,0.00875166,13.8
,SUPP HEATING COIL_UNIT1_BACKROW_TOPFLOOR,Coil:Heating:Electric,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,LIVING_UNIT1_BACKROW_TOPFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,16424.648,16424.648,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT1_BACKROW_TOPFLOOR,Fan:OnOff,453.677402,0.56240058,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,Sensible,16424.65,16424.65,1.0000,0.56240058,453.677402,61.82,52.61,0.00640382,7.8,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,16424.65,-26.9,0.00018338,-26.9,44.99498340,9.9178,71.59,0.00708867,71.59,0.00708867,42.7247,11852.95,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,DX COOLING COIL_UNIT2_BACKROW_TOPFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,LIVING_UNIT2_BACKROW_TOPFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,8437.214,6757.471,300.353554,-999.,-999.00,-999.0000,1.00000,1.00000,0.2443,0.2400,0.0744,SUPPLY FAN_UNIT2_BACKROW_TOPFLOOR,Fan:OnOff,300.353554,0.37233288,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,Sensible,8527.81,6423.48,1.0107,0.37233288,300.353554,73.06,62.25,0.00961201,11.3,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,386.549,8141.26,69.44,0.01270967,65.53,44.99498340,14.9807,72.31,0.00906620,72.31,0.00906620,53.1641,6236.19,0.00,8435.77,6712.73,0.35762854,80.00,67.00,0.01118466,13.2,58.67,57.75,0.00996411,9.6
,MAIN DX HEATING COIL_UNIT2_BACKROW_TOPFLOOR,Coil:Heating:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,LIVING_UNIT2_BACKROW_TOPFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,Yes,unknown,No,8437.214,8437.214,300.353554,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT2_BACKROW_TOPFLOOR,Fan:OnOff,300.353554,0.37233288,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,Sensible,8437.21,8437.21,1.0000,0.37233288,300.353554,56.84,49.61,0.00595198,6.9,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,8437.21,-26.9,0.00018338,-26.9,44.99498340,14.9807,71.59,0.00696843,71.59,0.00696843,42.0060,8736.92,0.00,8448.30,8448.30,0.36575364,70.00,60.00,0.00875166,10.4,96.31,68.81,0.00875166,13.9
,SUPP HEATING COIL_UNIT2_BACKROW_TOPFLOOR,Coil:Heating:Electric,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,LIVING_UNIT2_BACKROW_TOPFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,13354.079,13354.079,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT2_BACKROW_TOPFLOOR,Fan:OnOff,300.353554,0.37233288,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,Sensible,13354.08,13354.08,1.0000,0.37233288,300.353554,56.84,49.61,0.00595198,6.9,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,13354.08,-26.9,0.00018338,-26.9,44.99498340,14.9807,71.59,0.00696843,71.59,0.00696843,42.0060,8736.92,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,DX COOLING COIL_UNIT3_BACKROW_TOPFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,LIVING_UNIT3_BACKROW_TOPFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,9432.301,7552.021,353.814319,-999.,-999.00,-999.0000,1.02650,1.00000,0.2440,0.2400,0.0744,SUPPLY FAN_UNIT3_BACKROW_TOPFLOOR,Fan:OnOff,353.814319,0.43860544,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 09:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 09:00:00,Sensible,9396.02,7711.95,0.9962,0.43860544,353.814319,73.07,61.44,0.00907535,11.0,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,455.352,8940.67,73.90,0.01271395,66.97,44.99498340,12.7171,71.60,0.00854521,71.60,0.00845357,50.8199,6828.32,0.00,9430.68,7501.68,0.42128384,80.00,67.00,0.01118466,13.2,59.77,58.27,0.01002468,9.8
,MAIN DX HEATING COIL_UNIT3_BACKROW_TOPFLOOR,Coil:Heating:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,LIVING_UNIT3_BACKROW_TOPFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,Yes,unknown,No,9432.301,9432.301,353.814319,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT3_BACKROW_TOPFLOOR,Fan:OnOff,353.814319,0.43860544,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,Sensible,9432.30,9432.30,1.0000,0.43860544,353.814319,59.07,51.08,0.00621010,7.4,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,9432.30,-26.9,0.00018338,-26.9,44.99498340,12.7171,71.59,0.00708819,71.59,0.00708819,42.7218,11845.71,0.00,9444.70,9444.70,0.43085515,70.00,60.00,0.00875166,10.4,94.97,68.39,0.00875166,13.8
,SUPP HEATING COIL_UNIT3_BACKROW_TOPFLOOR,Coil:Heating:Electric,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,LIVING_UNIT3_BACKROW_TOPFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,16417.518,16417.518,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT3_BACKROW_TOPFLOOR,Fan:OnOff,353.814319,0.43860544,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,Sensible,16417.52,16417.52,1.0000,0.43860544,353.814319,59.07,51.08,0.00621010,7.4,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,16417.52,-26.9,0.00018338,-26.9,44.99498340,12.7171,71.59,0.00708819,71.59,0.00708819,42.7218,11845.71,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1_FRONTROW_BOTTOMFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,3969.983,3894.553,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT1_FRONTROW_BOTTOMFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT2_FRONTROW_BOTTOMFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,3978.139,3902.555,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT2_FRONTROW_BOTTOMFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT3_FRONTROW_BOTTOMFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,3967.427,3892.045,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT3_FRONTROW_BOTTOMFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1_BACKROW_BOTTOMFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,3968.565,3893.163,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT1_BACKROW_BOTTOMFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT2_BACKROW_BOTTOMFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,3978.140,3902.555,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT2_BACKROW_BOTTOMFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT3_BACKROW_BOTTOMFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,3967.424,3892.043,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT3_BACKROW_BOTTOMFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1_FRONTROW_MIDDLEFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,4039.841,3963.084,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT1_FRONTROW_MIDDLEFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT2_FRONTROW_MIDDLEFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,4051.514,3974.535,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT2_FRONTROW_MIDDLEFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT3_FRONTROW_MIDDLEFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,4035.923,3959.241,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT3_FRONTROW_MIDDLEFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1_BACKROW_MIDDLEFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,4038.927,3962.188,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT1_BACKROW_MIDDLEFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT2_BACKROW_MIDDLEFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,4051.615,3974.635,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT2_BACKROW_MIDDLEFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT3_BACKROW_MIDDLEFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,4034.374,3957.721,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT3_BACKROW_MIDDLEFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1_FRONTROW_TOPFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,3966.162,3890.805,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT1_FRONTROW_TOPFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT2_FRONTROW_TOPFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,3970.612,3895.171,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT2_FRONTROW_TOPFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
