Program Version:,EnergyPlus, Version 9.6.0-f420c06a69, YMD=2024.05.14 12:32
Tabular Output Report in Format: ,Comma

Building:,US+SF+CZ7+oilfurnace+unheatedbsmt+IECC_2021
Environment:,ANNUAL ** Quebec.City-Ste.Foy-Univ.Laval QC CAN Custom-713920 WMO#=713920

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over        24.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kBtu],Energy Per Total Building Area [kBtu/ft2],Energy Per Conditioned Building Area [kBtu/ft2]
,Total Site Energy,680.12,0.14,0.29
,Net Site Energy,680.12,0.14,0.29
,Total Source Energy,971.36,0.20,0.41
,Net Source Energy,971.36,0.20,0.41


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [ft2]
,Total Building Area,4754.19
,Net Conditioned Building Area,2377.10
,Unconditioned Building Area,2377.10


End Uses

,,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
,Heating,0.00,0.00,0.00,0.00,0.00,0.00,558.61,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,9.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,1.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,73.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,19.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,16.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.74
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,
,Total End Uses,121.51,0.00,0.00,0.00,0.00,0.00,558.61,0.00,0.00,0.00,0.00,0.00,66.74
Note: Additional fuel appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
----------------------------------------------------------------------------------------------------
REPORT:,Coil Sizing Details
FOR:,Entire Facility
Coils

,,Coil Type,Coil Location,HVAC Type,HVAC Name,Zone Name(s),System Sizing Method Concurrence,System Sizing Method Capacity,System Sizing Method Air Flow,Autosized Coil Capacity?,Autosized Coil Airflow?,Autosized Coil Water Flow?,OA Pretreated prior to coil inlet?,Coil Final Gross Total Capacity [Btu/h],Coil Final Gross Sensible Capacity [Btu/h],Coil Final Reference Air Volume Flow Rate [ft3/min],Coil Final Reference Plant Fluid Volume Flow Rate [ft3/min],Coil U-value Times Area Value [Btu/h-F],Terminal Unit Reheat Coil Multiplier,DX Coil Capacity Increase Ratio from Too Low Flow/Capacity Ratio,DX Coil Capacity Decrease Ratio from Too High Flow/Capacity Ratio,Moist Air Heat Capacity [Btu/lbm-R],Dry Air Heat Capacity [Btu/lbm-R],Standard Air Density Adjusted for Elevation [lb/ft3],Supply Fan Name for Coil,Supply Fan Type for Coil,Supply Fan Maximum Air Volume Flow Rate [ft3/min],Supply Fan Maximum Air Mass Flow Rate [lb/s],Plant Name for Coil,Plant Fluid Specific Heat Capacity [Btu/lbm-R],Plant Fluid Density [lb/ft3],Plant Maximum Fluid Mass Flow Rate [lb/s],Plant Design Fluid Return Temperature [F],Plant Design Fluid Supply Temperature [F],Plant Design Fluid Temperature Difference [deltaF],Plant Design Capacity [Btu/h],Coil Capacity Percentage of Plant Design Capacity [%],Coil Fluid Flow Rate Percentage of Plant Design Flow Rate [%],Design Day Name at Sensible Ideal Loads Peak,Date/Time at Sensible Ideal Loads Peak,Design Day Name at Total Ideal Loads Peak,Date/Time at Total Ideal Loads Peak,Design Day Name at Air Flow Ideal Loads Peak,Date/Time at Air Flow Ideal Loads Peak,Peak Load Type to Size On,Coil Total Capacity at Ideal Loads Peak [Btu/h],Coil Sensible Capacity at Ideal Loads Peak [Btu/h],Coil Off-Rating Capacity Modifier at Ideal Loads Peak [],Coil Air Mass Flow Rate at Ideal Loads Peak [lb/s],Coil Air Volume Flow Rate at Ideal Loads Peak [ft3/min],Coil Entering Air Drybulb at Ideal Loads Peak [F],Coil Entering Air Wetbulb at Ideal Loads Peak [F],Coil Entering Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Coil Entering Air Enthalpy at Ideal Loads Peak [Btu/lbm-R],Coil Leaving Air Drybulb at Ideal Loads Peak [F],Coil Leaving Air Wetbulb at Ideal Loads Peak [F],Coil Leaving Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Coil Leaving Air Enthalpy at Ideal Loads Peak [Btu/lbm-R],Coil Plant Fluid Mass Flow Rate at Ideal Loads Peak [lb/s],Coil Entering Plant Fluid Temperature at Ideal Loads Peak [F],Coil Leaving Plant Fluid Temperature at Ideal Loads Peak [F],Coil Plant Fluid Temperature Difference at Ideal Loads Peak [deltaF],Supply Fan Air Heat Gain at Ideal Loads Peak [Btu/h],Coil and Fan Net Total Capacity at Ideal Loads Peak [Btu/h],Outdoor Air Drybulb at Ideal Loads Peak [F],Outdoor Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Outdoor Air Wetbulb at Ideal Loads Peak [F],Outdoor Air Volume Flow Rate at Ideal Loads Peak [ft3/min],Outdoor Air Flow Percentage at Ideal Loads Peak [%],System Return Air Drybulb at Ideal Loads Peak [F],System Return Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Zone Air Drybulb at Ideal Loads Peak [F],Zone Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Zone Air Relative Humidity at Ideal Loads Peak [%],Zone Sensible Heat Gain at Ideal Loads Peak [Btu/h],Zone Latent Heat Gain at Ideal Loads Peak [Btu/h],Coil Total Capacity at Rating Conditions [Btu/h],Coil Sensible Capacity at Rating Conditions [Btu/h],Coil Air Mass Flow Rate at Rating Conditions [lb/s],Coil Entering Air Drybulb at Rating Conditions [F],Coil Entering Air Wetbulb at Rating Conditions [F],Coil Entering Air Humidity Ratio at Rating Conditions [lbWater/lbDryAir],Coil Entering Air Enthalpy at Rating Conditions [Btu/lbm-R],Coil Leaving Air Drybulb at Rating Conditions [F],Coil Leaving Air Wetbulb at Rating Conditions [F],Coil Leaving Air Humidity Ratio at Rating Conditions [lbWater/lbDryAir],Coil Leaving Air Enthalpy at Rating Conditions [Btu/lbm-R]
,DX COOLING COIL_UNIT1,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,LIVING_UNIT1,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,18951.764,15173.829,710.898170,-999.,-999.00,-999.0000,1.03466,1.00000,0.2439,0.2400,0.0744,SUPPLY FAN_UNIT1,Fan:OnOff,710.898170,0.88126396,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,Sensible,18728.24,16337.35,0.9882,0.88126396,710.898170,74.13,61.32,0.00875493,10.9,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,1214.723,17513.52,83.06,0.01272282,69.78,59.99331119,8.4391,71.60,0.00838921,71.60,0.00838921,50.4400,13906.46,0.00,18959.67,15076.90,0.84646069,80.00,67.00,0.01118466,13.2,59.76,58.27,0.01002260,9.8
,MAIN FUEL HEATING COIL_UNIT1,Coil:Heating:Fuel,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,LIVING_UNIT1,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,35772.569,35772.569,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT1,Fan:OnOff,710.898170,0.88126396,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 14:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 14:00:00,Sensible,35772.57,35772.57,1.0000,0.88126396,710.898170,63.27,52.91,0.00623473,7.9,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,35772.57,-26.9,0.00018338,-26.9,59.99331119,8.4391,71.58,0.00679247,71.58,0.00679247,40.9748,29882.78,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,3900.224,3826.119,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT1,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.


----------------------------------------------------------------------------------------------------
REPORT:,System Summary
FOR:,Entire Facility
Economizer

,,High Limit Shutoff Control,Minimum Outdoor Air [ft3/min],Maximum Outdoor Air [ft3/min],Return Air Temp Limit,Return Air Enthalpy Limit,Outdoor Air Temperature Limit [F],Outdoor Air Enthalpy Limit [F]
,None,,,,,,,


Demand Controlled Ventilation using Controller:MechanicalVentilation

,,Controller:MechanicalVentilation Name,Outdoor Air Per Person [ft3/min-person],Outdoor Air Per Area [ft3/min-ft2],Outdoor Air Per Zone [ft3/min],Outdoor Air ACH [ACH],Outdoor Air Method,Outdoor Air Schedule Name,Air Distribution Effectiveness in Cooling Mode,Air Distribution Effectiveness in Heating Mode,Air Distribution Effectiveness Schedule Name
,None,,,,,,,,,,


Time Not Comfortable Based on Simple ASHRAE 55-2004

,,Winter Clothes [hr],Summer Clothes [hr],Summer or Winter Clothes [hr]
,LIVING_UNIT1,24.00,24.00,24.00
,ATTIC_UNIT1,0.00,0.00,0.00
,UNHEATEDBSMT_UNIT1,0.00,0.00,0.00
,Facility,24.00,24.00,24.00
Aggregated over the RunPeriods for Weather


Time Setpoint Not Met

,,During Heating [hr],During Cooling [hr],During Occupied Heating [hr],During Occupied Cooling [hr]
,LIVING_UNIT1,0.00,0.00,0.00,0.00
,ATTIC_UNIT1,0.00,0.00,0.00,0.00
,UNHEATEDBSMT_UNIT1,0.00,0.00,0.00,0.00
,Facility,0.00,0.00,0.00,0.00
Aggregated over the RunPeriods for Weather


----------------------------------------------------------------------------------------------------
REPORT:,Outdoor Air Summary
FOR:,Entire Facility
Average Outdoor Air During Occupied Hours

,,Average Number of Occupants,Nominal Number of Occupants,Zone Volume [ft3],Mechanical Ventilation [ACH],Infiltration [ACH],AFN Infiltration [ACH],Simple Ventilation [ACH]
,LIVING_UNIT1,2.09,3.00,17668.06,0.209,0.000,0.289,0.000
Values shown for a single zone without multipliers


Minimum Outdoor Air During Occupied Hours

,,Average Number of Occupants,Nominal Number of Occupants,Zone Volume [ft3],Mechanical Ventilation [ACH],Infiltration [ACH],AFN Infiltration [ACH],Simple Ventilation [ACH]
,LIVING_UNIT1,2.09,3.00,17668.06,0.206,0.000,0.007,0.000
Values shown for a single zone without multipliers


----------------------------------------------------------------------------------------------------
REPORT:,Outdoor Air Details
FOR:,Entire Facility
Mechanical Ventilation Parameters by Zone

,,AirLoop Name,Average Number of Occupants,Nominal Number of Occupants,Zone Volume [ft3],Zone Area [ft2],Design Zone Outdoor Airflow - Voz [ft3/min],Minimum Dynamic Target Ventilation - Voz-dyn-min [ft3/min]
,LIVING_UNIT1,CENTRAL SYSTEM_UNIT1,2.09,3.00,17668.06,2377.10,0.0000,0.000
,Total Facility,,2.09,3.00,17668.06,2377.10,0.0000,0.000


Total Outdoor Air by Zone

,,Mechanical Ventilation [ft3],Natural Ventilation [ft3],Total Ventilation [ft3],Infiltration [ft3],Total Ventilation and Infiltration [ft3],Dynamic Target Ventilation - Voz-dyn [ft3],Time Below Voz-dyn [hr],Time At Voz-dyn [hr],Time Above Voz-dyn [hr],Time Above Zero When Unoccupied [hr]
,LIVING_UNIT1,86412.65,0.00,86412.65,119368.91,205781.56,86412.65,0.00,24.00,0.00,0.00
,Total Facility,86412.65,0.00,86412.65,119368.91,205781.56,86412.65,0.00,24.00,0.00,0.00


Average Outdoor Air During Occupancy by Zone - Flow Rates

,,Mechanical Ventilation [ft3/min],Natural Ventilation [ft3/min],Total Ventilation [ft3/min],Infiltration [ft3/min],Total Ventilation and Infiltration [ft3/min],Dynamic Target Ventilation - Voz-dyn [ft3/min],Time Below Voz-dyn [hr],Time At Voz-dyn [hr],Time Above Voz-dyn [hr]
,LIVING_UNIT1,59.9933,0.0000,59.9933,82.8737,142.8670,59.9933,0.00,24.00,0.00
,Total Facility,59.9933,0.0000,59.9933,82.8737,142.8670,59.9933,0.00,24.00,0.00


Total Outdoor Air by AirLoop

,,Mechanical Ventilation [ft3],Natural Ventilation [ft3/min],Total Ventilation [ft3/min],Sum Zone Dynamic Target Ventilation - Voz-sum-dyn [ft3],Time Below Voz-sum-dyn [hr],Time At Voz-sum-dyn [hr],Time Above Voz-sum-dyn [hr],Time Above Zero When Unoccupied [hr]
,CENTRAL SYSTEM_UNIT1,0.00,0.00,0.00,86412.65,24.00,0.00,0.00,0.00


Average Outdoor Air During Occupancy by AirLoop

,,Mechanical Ventilation [ft3/min],Natural Ventilation [ft3/min],Total Ventilation [ft3/min],Sum Zone Dynamic Target Ventilation - Voz-sum-dyn [ft3/min],Time Below Voz-sum-dyn [hr],Time At Voz-sum-dyn [hr],Time Above Voz-sum-dyn [hr]
,CENTRAL SYSTEM_UNIT1,0.0000,0.0000,0.0000,59.9933,24.00,0.00,0.00


Outdoor Air Controller Limiting Factors by AirLoop

,,No Limiting Factor [hr],Limits and Scheduled Limits [hr],Economizer [hr],Exhaust Flow [hr],Mixed Air Flow [hr],High Humidity [hr],Demand Controlled Ventilation [hr],Night Ventilation [hr],Demand Limiting [hr],Energy Management System [hr]
,CENTRAL SYSTEM_UNIT1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


Average Outdoor Air for Limiting Factors During Occupancy

,,No Limiting Factor [ft3/min],Limits and Scheduled Limits [ft3/min],Economizer [ft3/min],Exhaust Flow [ft3/min],Mixed Air Flow [ft3/min],High Humidity [ft3/min],Demand Controlled Ventilation [ft3/min],Night Ventilation [ft3/min],Demand Limiting [ft3/min],Energy Management System [ft3/min]
,CENTRAL SYSTEM_UNIT1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000


----------------------------------------------------------------------------------------------------
REPORT:,Object Count Summary
FOR:,Entire Facility
Surfaces by Class

,,Total,Outdoors
,Wall,18,18
,Floor,4,1
,Roof,4,2
,Internal Mass,1,0
,Building Detached Shading,0,0
,Fixed Detached Shading,0,0
,Window,8,8
,Door,1,1
,Glass Door,0,0
,Shading,4,4
,Overhang,2,2
,Fin,0,0
,Tubular Daylighting Device Dome,0,0
,Tubular Daylighting Device Diffuser,0,0


HVAC

,,Count
,HVAC Air Loops,1
,Conditioned Zones,1
,Unconditioned Zones,2
,Supply Plenums,0
,Return Plenums,0


Input Fields

,,Count
,IDF Objects,469
,Defaulted Fields,383
,Fields with Defaults,1846
,Autosized Fields,21
,Autosizable Fields,35
,Autocalculated Fields,31
,Autocalculatable Fields,63


----------------------------------------------------------------------------------------------------
REPORT:,Energy Meters
FOR:,Entire Facility
Annual and Peak Values - Electricity

,,Electricity Annual Value [kWh],Electricity Minimum Value [W],Timestamp of Minimum {TIMESTAMP},Electricity Maximum Value [W],Timestamp of Maximum {TIMESTAMP}
,Electricity:Facility,35.59,885.01,12-JAN-03:00,2386.60,12-JAN-19:00
,Electricity:Building,24.51,599.93,12-JAN-04:00,1635.71,12-JAN-19:00
,Electricity:Zone:LIVING_UNIT1,24.51,599.93,12-JAN-04:00,1635.71,12-JAN-19:00
,Electricity:SpaceType:GENERAL,24.51,599.93,12-JAN-04:00,1635.71,12-JAN-19:00
,InteriorLights:Electricity,2.84,23.24,12-JAN-01:00,337.99,12-JAN-20:00
,InteriorLights:Electricity:Zone:LIVING_UNIT1,2.84,23.24,12-JAN-01:00,337.99,12-JAN-20:00
,InteriorLights:Electricity:SpaceType:GENERAL,2.84,23.24,12-JAN-01:00,337.99,12-JAN-20:00
,General:InteriorLights:Electricity,2.84,23.24,12-JAN-01:00,337.99,12-JAN-20:00
,General:InteriorLights:Electricity:Zone:LIVING_UNIT1,2.84,23.24,12-JAN-01:00,337.99,12-JAN-20:00
,General:InteriorLights:Electricity:SpaceType:GENERAL,2.84,23.24,12-JAN-01:00,337.99,12-JAN-20:00
,InteriorEquipment:Electricity,21.67,569.12,12-JAN-05:00,1330.73,12-JAN-19:00
,InteriorEquipment:Electricity:Zone:LIVING_UNIT1,21.67,569.12,12-JAN-05:00,1330.73,12-JAN-19:00
,InteriorEquipment:Electricity:SpaceType:GENERAL,21.67,569.12,12-JAN-05:00,1330.73,12-JAN-19:00
,dishwasher:InteriorEquipment:Electricity,0.53,1.81,12-JAN-04:00,58.93,12-JAN-20:00
,dishwasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT1,0.53,1.81,12-JAN-04:00,58.93,12-JAN-20:00
,dishwasher:InteriorEquipment:Electricity:SpaceType:GENERAL,0.53,1.81,12-JAN-04:00,58.93,12-JAN-20:00
,refrigerator:InteriorEquipment:Electricity,1.83,66.60,12-JAN-05:00,91.06,12-JAN-19:00
,refrigerator:InteriorEquipment:Electricity:Zone:LIVING_UNIT1,1.83,66.60,12-JAN-05:00,91.06,12-JAN-19:00
,refrigerator:InteriorEquipment:Electricity:SpaceType:GENERAL,1.83,66.60,12-JAN-05:00,91.06,12-JAN-19:00
,clotheswasher:InteriorEquipment:Electricity,0.30,1.11,12-JAN-03:00,25.55,12-JAN-10:00
,clotheswasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT1,0.30,1.11,12-JAN-03:00,25.55,12-JAN-10:00
,clotheswasher:InteriorEquipment:Electricity:SpaceType:GENERAL,0.30,1.11,12-JAN-03:00,25.55,12-JAN-10:00
,electric_dryer:InteriorEquipment:Electricity,2.62,5.20,12-JAN-04:00,213.06,12-JAN-12:00
,electric_dryer:InteriorEquipment:Electricity:Zone:LIVING_UNIT1,2.62,5.20,12-JAN-04:00,213.06,12-JAN-12:00
,electric_dryer:InteriorEquipment:Electricity:SpaceType:GENERAL,2.62,5.20,12-JAN-04:00,213.06,12-JAN-12:00
,electric_range:InteriorEquipment:Electricity,1.66,5.84,12-JAN-03:00,248.15,12-JAN-18:00
,electric_range:InteriorEquipment:Electricity:Zone:LIVING_UNIT1,1.66,5.84,12-JAN-03:00,248.15,12-JAN-18:00
,electric_range:InteriorEquipment:Electricity:SpaceType:GENERAL,1.66,5.84,12-JAN-03:00,248.15,12-JAN-18:00
,television:InteriorEquipment:Electricity,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,television:InteriorEquipment:Electricity:Zone:LIVING_UNIT1,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,television:InteriorEquipment:Electricity:SpaceType:GENERAL,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,electric_mels:InteriorEquipment:Electricity,9.20,293.39,12-JAN-10:00,567.46,12-JAN-21:00
,electric_mels:InteriorEquipment:Electricity:Zone:LIVING_UNIT1,9.20,293.39,12-JAN-10:00,567.46,12-JAN-21:00
,electric_mels:InteriorEquipment:Electricity:SpaceType:GENERAL,9.20,293.39,12-JAN-10:00,567.46,12-JAN-21:00
,IECC_adj:InteriorEquipment:Electricity,5.53,176.23,12-JAN-10:00,340.85,12-JAN-21:00
,IECC_adj:InteriorEquipment:Electricity:Zone:LIVING_UNIT1,5.53,176.23,12-JAN-10:00,340.85,12-JAN-21:00
,IECC_adj:InteriorEquipment:Electricity:SpaceType:GENERAL,5.53,176.23,12-JAN-10:00,340.85,12-JAN-21:00
,Electricity:HVAC,5.64,180.59,12-JAN-01:00,272.76,12-JAN-08:00
,Cooling:Electricity,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:Electricity,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Electricity:Plant,4.86,8.30,12-JAN-04:00,469.84,12-JAN-08:00
,WaterSystems:Electricity,4.86,8.30,12-JAN-04:00,469.84,12-JAN-08:00
,Fans:Electricity,5.64,180.59,12-JAN-01:00,272.76,12-JAN-08:00
,General:Fans:Electricity,4.44,130.59,12-JAN-01:00,222.76,12-JAN-08:00
,Ventilation:Fans:Electricity,1.20,50.00,12-JAN-01:00,50.00,12-JAN-03:00
,Fans:Electricity:Zone:LIVING_UNIT1,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Ventilation (simple):Fans:Electricity,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Ventilation (simple):Fans:Electricity:Zone:LIVING_UNIT1,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,ElectricityPurchased:Facility,35.59,885.01,12-JAN-03:00,2386.60,12-JAN-19:00
,ElectricityPurchased:Plant,35.59,885.01,12-JAN-03:00,2386.60,12-JAN-19:00
,Cogeneration:ElectricityPurchased,35.59,885.01,12-JAN-03:00,2386.60,12-JAN-19:00
,General:Cogeneration:ElectricityPurchased,35.59,885.01,12-JAN-03:00,2386.60,12-JAN-19:00
,ElectricitySurplusSold:Facility,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,ElectricitySurplusSold:Plant,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Cogeneration:ElectricitySurplusSold,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cogeneration:ElectricitySurplusSold,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,ElectricityNet:Facility,35.59,885.01,12-JAN-03:00,2386.60,12-JAN-19:00
,ElectricityNet:Plant,35.59,885.01,12-JAN-03:00,2386.60,12-JAN-19:00
,Cogeneration:ElectricityNet,35.59,885.01,12-JAN-03:00,2386.60,12-JAN-19:00
,General:Cogeneration:ElectricityNet,35.59,885.01,12-JAN-03:00,2386.60,12-JAN-19:00
,HeatRecovery:Electricity,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:HeatRecovery:Electricity,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,ExteriorLights:Electricity,0.58,0.92,12-JAN-10:00,50.41,12-JAN-20:00
,Exterior-Lights:ExteriorLights:Electricity,0.52,0.00,12-JAN-07:00,43.24,12-JAN-01:00
,Garage-Lights:ExteriorLights:Electricity,0.06,0.49,12-JAN-01:00,7.16,12-JAN-20:00
,Heating:Electricity,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Heating:Electricity,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Water Heater:WaterSystems:Electricity,0.20,8.30,12-JAN-20:00,8.30,12-JAN-01:00
,Water Heater Parasitic:WaterSystems:Electricity,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Pumps:Electricity,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Pumps:Electricity,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00


Annual and Peak Values - Natural Gas

,,Natural Gas Annual Value [therm],Natural Gas Minimum Value [Btu/h],Timestamp of Minimum {TIMESTAMP},Natural Gas Maximum Value [Btu/h],Timestamp of Maximum {TIMESTAMP}
,None,,,,,


Annual and Peak Values - Cooling

,,Cooling Annual Value [ton-hrs],Cooling Minimum Value [ton],Timestamp of Minimum {TIMESTAMP},Cooling Maximum Value [ton],Timestamp of Maximum {TIMESTAMP}
,None,,,,,


Annual and Peak Values - Water

,,Annual Value [ft3],Minimum Value [ft3/min],Timestamp of Minimum {TIMESTAMP},Maximum Value [ft3/min],Timestamp of Maximum {TIMESTAMP}
,Water:Facility,8.92,0.00,12-JAN-03:00,0.01,12-JAN-09:00
,Water:Plant,8.92,0.00,12-JAN-03:00,0.01,12-JAN-09:00
,WaterSystems:Water,8.92,0.00,12-JAN-03:00,0.01,12-JAN-09:00
,Domestic Hot Water:WaterSystems:Water,8.92,0.00,12-JAN-03:00,0.01,12-JAN-09:00
,MainsWater:Facility,8.92,0.00,12-JAN-03:00,0.01,12-JAN-09:00
,MainsWater:Plant,8.92,0.00,12-JAN-03:00,0.01,12-JAN-09:00
,WaterSystems:MainsWater,8.92,0.00,12-JAN-03:00,0.01,12-JAN-09:00
,Domestic Hot Water:WaterSystems:MainsWater,8.92,0.00,12-JAN-03:00,0.01,12-JAN-09:00
,Water Heater:WaterSystems:Water,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Water Heater:WaterSystems:MainsWater,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00


Annual and Peak Values - Other by Weight/Mass

,,Annual Value [lb],Minimum Value [lb/s],Timestamp of Minimum {TIMESTAMP},Maximum Value [lb/s],Timestamp of Maximum {TIMESTAMP}
,Carbon Equivalent:Facility,0.00,0.000,12-JAN-01:00,0.000,12-JAN-01:00
