Program Version:,EnergyPlus, Version 9.6.0-f420c06a69, YMD=2024.05.14 12:32
Tabular Output Report in Format: ,Comma

Building:,US+MF+CZ7+oilfurnace+slab+IECC_2021
Environment:,ANNUAL ** Quebec.City-Ste.Foy-Univ.Laval QC CAN Custom-713920 WMO#=713920

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over        24.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kBtu],Energy Per Total Building Area [kBtu/ft2],Energy Per Conditioned Building Area [kBtu/ft2]
,Total Site Energy,5941.75,0.19,0.27
,Net Site Energy,5941.75,0.19,0.27
,Total Source Energy,9385.39,0.30,0.43
,Net Source Energy,9385.39,0.30,0.43


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [ft2]
,Total Building Area,31210.83
,Net Conditioned Building Area,21609.96
,Unconditioned Building Area,9600.87


End Uses

,,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
,Heating,0.00,4528.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,106.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,51.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,842.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,181.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,232.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933.99
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,
,Total End Uses,1413.60,4528.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933.99
Note: Natural gas appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
,MAIN WATER HEATING COIL_UNIT2_BACKROW_TOPFLOOR,Coil:Heating:Water,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,20961.546,20961.546,300.353554,0.28756910,276.705,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,20961.55,20961.55,300.353554,56.84,49.61,0.00595198,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,14.9807,71.59,0.00696843,42.0060,8736.92,0.00,20193.46,20193.46
,DX COOLING COIL_UNIT3_BACKROW_TOPFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,9432.301,7552.021,353.814319,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 09:00:00,9809.01,8075.61,353.814319,73.46,61.57,0.00907535,53.60,52.09,0.00800000,73.90,0.01271395,66.97,12.7171,71.60,0.00845357,50.8199,6828.32,0.00,9436.24,7503.78
,MAIN WATER HEATING COIL_UNIT3_BACKROW_TOPFLOOR,Coil:Heating:Water,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,23848.535,23848.535,353.814319,0.32717538,318.764,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,23848.54,23848.54,353.814319,59.07,51.08,0.00621010,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,12.7171,71.59,0.00708819,42.7218,11845.71,0.00,23399.69,23399.69
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1_FRONTROW_BOTTOMFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,3961.296,3886.031,400.423678,-999.,-999.00,unknown,unknown,unknown,unknown,3319.56,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.,-999.0,-999.000,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT2_FRONTROW_BOTTOMFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,3966.820,3891.451,400.423678,-999.,-999.00,unknown,unknown,unknown,unknown,3319.56,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.,-999.0,-999.000,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT3_FRONTROW_BOTTOMFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,3957.152,3881.967,400.423678,-999.,-999.00,unknown,unknown,unknown,unknown,3319.56,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.,-999.0,-999.000,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1_BACKROW_BOTTOMFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,3956.808,3881.629,400.423678,-999.,-999.00,unknown,unknown,unknown,unknown,3319.56,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.,-999.0,-999.000,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT2_BACKROW_BOTTOMFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,3967.317,3891.938,400.423678,-999.,-999.00,unknown,unknown,unknown,unknown,3319.56,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.,-999.0,-999.000,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT3_BACKROW_BOTTOMFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,3957.311,3882.122,400.423678,-999.,-999.00,unknown,unknown,unknown,unknown,3319.56,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.,-999.0,-999.000,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1_FRONTROW_MIDDLEFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,4020.980,3944.582,400.423678,-999.,-999.00,unknown,unknown,unknown,unknown,3319.56,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.,-999.0,-999.000,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT2_FRONTROW_MIDDLEFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,4039.669,3962.916,400.423678,-999.,-999.00,unknown,unknown,unknown,unknown,3319.56,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.,-999.0,-999.000,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT3_FRONTROW_MIDDLEFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,4021.628,3945.217,400.423678,-999.,-999.00,unknown,unknown,unknown,unknown,3319.56,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.,-999.0,-999.000,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1_BACKROW_MIDDLEFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,4021.692,3945.280,400.423678,-999.,-999.00,unknown,unknown,unknown,unknown,3319.56,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.,-999.0,-999.000,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT2_BACKROW_MIDDLEFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,4039.865,3963.108,400.423678,-999.,-999.00,unknown,unknown,unknown,unknown,3319.56,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.,-999.0,-999.000,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT3_BACKROW_MIDDLEFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,4021.615,3945.205,400.423678,-999.,-999.00,unknown,unknown,unknown,unknown,3319.56,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.,-999.0,-999.000,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1_FRONTROW_TOPFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,3949.448,3874.409,400.423678,-999.,-999.00,unknown,unknown,unknown,unknown,3319.56,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.,-999.0,-999.000,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT2_FRONTROW_TOPFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,3959.776,3884.540,400.423678,-999.,-999.00,unknown,unknown,unknown,unknown,3319.56,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.,-999.0,-999.000,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT3_FRONTROW_TOPFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,3948.839,3873.811,400.423678,-999.,-999.00,unknown,unknown,unknown,unknown,3319.56,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.,-999.0,-999.000,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1_BACKROW_TOPFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,3949.066,3874.034,400.423678,-999.,-999.00,unknown,unknown,unknown,unknown,3319.56,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.,-999.0,-999.000,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT2_BACKROW_TOPFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,3959.898,3884.660,400.423678,-999.,-999.00,unknown,unknown,unknown,unknown,3319.56,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.,-999.0,-999.000,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT3_BACKROW_TOPFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,3948.713,3873.688,400.423678,-999.,-999.00,unknown,unknown,unknown,unknown,3319.56,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.,-999.0,-999.000,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0


----------------------------------------------------------------------------------------------------
REPORT:,Coil Sizing Details
FOR:,Entire Facility
Coils

,,Coil Type,Coil Location,HVAC Type,HVAC Name,Zone Name(s),System Sizing Method Concurrence,System Sizing Method Capacity,System Sizing Method Air Flow,Autosized Coil Capacity?,Autosized Coil Airflow?,Autosized Coil Water Flow?,OA Pretreated prior to coil inlet?,Coil Final Gross Total Capacity [Btu/h],Coil Final Gross Sensible Capacity [Btu/h],Coil Final Reference Air Volume Flow Rate [ft3/min],Coil Final Reference Plant Fluid Volume Flow Rate [ft3/min],Coil U-value Times Area Value [Btu/h-F],Terminal Unit Reheat Coil Multiplier,DX Coil Capacity Increase Ratio from Too Low Flow/Capacity Ratio,DX Coil Capacity Decrease Ratio from Too High Flow/Capacity Ratio,Moist Air Heat Capacity [Btu/lbm-R],Dry Air Heat Capacity [Btu/lbm-R],Standard Air Density Adjusted for Elevation [lb/ft3],Supply Fan Name for Coil,Supply Fan Type for Coil,Supply Fan Maximum Air Volume Flow Rate [ft3/min],Supply Fan Maximum Air Mass Flow Rate [lb/s],Plant Name for Coil,Plant Fluid Specific Heat Capacity [Btu/lbm-R],Plant Fluid Density [lb/ft3],Plant Maximum Fluid Mass Flow Rate [lb/s],Plant Design Fluid Return Temperature [F],Plant Design Fluid Supply Temperature [F],Plant Design Fluid Temperature Difference [deltaF],Plant Design Capacity [Btu/h],Coil Capacity Percentage of Plant Design Capacity [%],Coil Fluid Flow Rate Percentage of Plant Design Flow Rate [%],Design Day Name at Sensible Ideal Loads Peak,Date/Time at Sensible Ideal Loads Peak,Design Day Name at Total Ideal Loads Peak,Date/Time at Total Ideal Loads Peak,Design Day Name at Air Flow Ideal Loads Peak,Date/Time at Air Flow Ideal Loads Peak,Peak Load Type to Size On,Coil Total Capacity at Ideal Loads Peak [Btu/h],Coil Sensible Capacity at Ideal Loads Peak [Btu/h],Coil Off-Rating Capacity Modifier at Ideal Loads Peak [],Coil Air Mass Flow Rate at Ideal Loads Peak [lb/s],Coil Air Volume Flow Rate at Ideal Loads Peak [ft3/min],Coil Entering Air Drybulb at Ideal Loads Peak [F],Coil Entering Air Wetbulb at Ideal Loads Peak [F],Coil Entering Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Coil Entering Air Enthalpy at Ideal Loads Peak [Btu/lbm-R],Coil Leaving Air Drybulb at Ideal Loads Peak [F],Coil Leaving Air Wetbulb at Ideal Loads Peak [F],Coil Leaving Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Coil Leaving Air Enthalpy at Ideal Loads Peak [Btu/lbm-R],Coil Plant Fluid Mass Flow Rate at Ideal Loads Peak [lb/s],Coil Entering Plant Fluid Temperature at Ideal Loads Peak [F],Coil Leaving Plant Fluid Temperature at Ideal Loads Peak [F],Coil Plant Fluid Temperature Difference at Ideal Loads Peak [deltaF],Supply Fan Air Heat Gain at Ideal Loads Peak [Btu/h],Coil and Fan Net Total Capacity at Ideal Loads Peak [Btu/h],Outdoor Air Drybulb at Ideal Loads Peak [F],Outdoor Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Outdoor Air Wetbulb at Ideal Loads Peak [F],Outdoor Air Volume Flow Rate at Ideal Loads Peak [ft3/min],Outdoor Air Flow Percentage at Ideal Loads Peak [%],System Return Air Drybulb at Ideal Loads Peak [F],System Return Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Zone Air Drybulb at Ideal Loads Peak [F],Zone Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Zone Air Relative Humidity at Ideal Loads Peak [%],Zone Sensible Heat Gain at Ideal Loads Peak [Btu/h],Zone Latent Heat Gain at Ideal Loads Peak [Btu/h],Coil Total Capacity at Rating Conditions [Btu/h],Coil Sensible Capacity at Rating Conditions [Btu/h],Coil Air Mass Flow Rate at Rating Conditions [lb/s],Coil Entering Air Drybulb at Rating Conditions [F],Coil Entering Air Wetbulb at Rating Conditions [F],Coil Entering Air Humidity Ratio at Rating Conditions [lbWater/lbDryAir],Coil Entering Air Enthalpy at Rating Conditions [Btu/lbm-R],Coil Leaving Air Drybulb at Rating Conditions [F],Coil Leaving Air Wetbulb at Rating Conditions [F],Coil Leaving Air Humidity Ratio at Rating Conditions [lbWater/lbDryAir],Coil Leaving Air Enthalpy at Rating Conditions [Btu/lbm-R]
,DX COOLING COIL_UNIT1_FRONTROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,14772.315,11827.532,554.123188,-999.,-999.00,-999.0000,1.04572,1.00000,0.2439,0.2400,0.0744,SUPPLY FAN_UNIT1_FRONTROW_BOTTOMFLOOR,Fan:OnOff,554.123188,0.68691806,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,Sensible,14581.80,12837.55,0.9871,0.68691806,554.123188,74.10,61.22,0.00869983,10.9,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,946.839,13634.96,83.06,0.01272282,69.78,44.99498340,8.1200,71.60,0.00834429,71.60,0.00834429,50.1724,10841.99,0.00,14778.48,11751.98,0.65978999,80.00,67.00,0.01118466,13.2,59.76,58.27,0.01002260,9.8
,MAIN WATER HEATING COIL_UNIT1_FRONTROW_BOTTOMFLOOR,Coil:Heating:Water,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,Yes,Yes,No,34663.301,34663.301,554.123188,0.47554195,475.544,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT1_FRONTROW_BOTTOMFLOOR,Fan:OnOff,554.123188,0.68691806,,1.0027,62.4216,6.95086274,159.80,179.60,19.80,496759.07,6.9779,7.118323,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,Sensible,34663.30,34663.30,1.0000,0.68691806,554.123188,63.59,54.38,0.00697413,8.4,122.00,74.93,0.00800000,17.0,0.49478484,140.00,120.20,19.80,0.000,34663.30,-26.9,0.00018338,-26.9,44.99498340,8.1200,71.59,0.00757427,71.59,0.00757427,45.6137,27586.38,0.00,35340.34,35340.34,0.68691806,61.88,53.85,0.00697413,8.2,120.67,73.59,0.00697413,16.1
,DX COOLING COIL_UNIT2_FRONTROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,12823.126,10266.882,449.605724,-999.,-999.00,-999.0000,1.00000,1.00000,0.2440,0.2400,0.0744,SUPPLY FAN_UNIT2_FRONTROW_BOTTOMFLOOR,Fan:OnOff,449.605724,0.55735313,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 14:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 14:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 14:00:00,Sensible,12581.43,10496.59,0.9812,0.55735313,449.605724,75.15,62.16,0.00906920,11.3,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,768.248,11813.18,86.18,0.01272586,70.70,44.99498340,10.0077,71.60,0.00849262,71.60,0.00849262,51.0524,6463.59,0.00,12828.48,10204.71,0.53534189,80.00,67.00,0.01118466,13.2,58.34,57.59,0.00994305,9.5
,MAIN WATER HEATING COIL_UNIT2_FRONTROW_BOTTOMFLOOR,Coil:Heating:Water,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,Yes,Yes,No,29019.461,29019.461,449.605724,0.39811473,393.759,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT2_FRONTROW_BOTTOMFLOOR,Fan:OnOff,449.605724,0.55735313,,1.0027,62.4216,6.95086274,159.80,179.60,19.80,496759.07,5.8418,5.959325,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,Sensible,29019.46,29019.46,1.0000,0.55735313,449.605724,61.74,53.39,0.00685005,8.1,122.00,74.93,0.00800000,17.0,0.41422452,140.00,120.20,19.80,0.000,29019.46,-26.9,0.00018338,-26.9,44.99498340,10.0077,71.59,0.00759142,71.59,0.00759142,45.7136,24633.78,0.00,29119.31,29119.31,0.55735313,61.88,53.63,0.00685005,8.1,121.59,73.70,0.00685005,16.2
,DX COOLING COIL_UNIT3_FRONTROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,13756.709,11016.482,503.609192,-999.,-999.00,-999.0000,1.00000,1.00000,0.2439,0.2400,0.0744,SUPPLY FAN_UNIT3_FRONTROW_BOTTOMFLOOR,Fan:OnOff,503.609192,0.62429845,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 14:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 14:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 14:00:00,Sensible,13427.53,11523.91,0.9761,0.62429845,503.609192,74.76,61.72,0.00887480,11.1,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,860.525,12567.00,86.18,0.01272586,70.70,44.99498340,8.9345,71.60,0.00840382,71.60,0.00840382,50.5256,8078.93,0.00,13762.45,10947.45,0.59964338,80.00,67.00,0.01118466,13.2,59.25,58.03,0.00999540,9.7
,MAIN WATER HEATING COIL_UNIT3_FRONTROW_BOTTOMFLOOR,Coil:Heating:Water,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,Yes,Yes,No,31935.890,31935.890,503.609192,0.43812490,436.041,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT3_FRONTROW_BOTTOMFLOOR,Fan:OnOff,503.609192,0.62429845,,1.0027,62.4216,6.95086274,159.80,179.60,19.80,496759.07,6.4288,6.558232,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,Sensible,31935.89,31935.89,1.0000,0.62429845,503.609192,62.79,53.94,0.00691402,8.3,122.00,74.93,0.00800000,17.0,0.45585370,140.00,120.20,19.80,0.000,31935.89,-26.9,0.00018338,-26.9,44.99498340,8.9345,71.59,0.00757437,71.59,0.00757437,45.6143,27593.38,0.00,32335.76,32335.76,0.62429845,61.88,53.74,0.00691402,8.2,121.07,73.63,0.00691402,16.2
,DX COOLING COIL_UNIT1_BACKROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,14023.515,11228.001,526.035004,-999.,-999.00,-999.0000,1.03756,1.00000,0.2439,0.2400,0.0744,SUPPLY FAN_UNIT1_BACKROW_BOTTOMFLOOR,Fan:OnOff,526.035004,0.65209858,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,Sensible,13854.09,12126.47,0.9879,0.65209858,526.035004,74.15,61.29,0.00873535,10.9,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,898.844,12955.25,83.06,0.01272282,69.78,44.99498340,8.5536,71.60,0.00836238,71.60,0.00836238,50.2798,10292.40,0.00,14029.37,11156.28,0.62634562,80.00,67.00,0.01118466,13.2,59.76,58.27,0.01002260,9.8
